Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Order_DateTime,Pickup_DateTime,Order_to_Pickup_Time,Pickup_Delay_Minutes,Distance_KM,Delivery_Speed,Order_Hour,Order_Day,Speed_Anomaly,Time_Anomaly
jgpz956616460,23,4.8,19.221315,72.86238,19.311316,72.95238,2022-03-08,22:40:00,22:55:00,Cloudy,Light,motorcycle,Metropolitan,105,Clothing,2022-03-08 22:40:00,2022-03-08 22:55:00,15.0,15.0,14.12771803296508,8.072981733122903,22,Tuesday,False,False
achx419382767,34,5.0,25.454647,81.8345,25.584648,81.9645,2022-02-12,23:40:00,23:50:00,Sandstorms,Light,scooter,Metropolitan,75,Kitchen,2022-02-12 23:40:00,2022-02-12 23:50:00,10.0,10.0,20.40696996630704,16.325575973045634,23,Saturday,False,False
dwou276457700,38,4.9,25.443995,81.86018,25.503994,81.92019,2022-02-17,18:20:00,18:30:00,Sandstorms,Moderate,motorcycle,Metropolitan,185,Electronics,2022-02-17 18:20:00,2022-02-17 18:30:00,10.0,10.0,9.4190276177906,3.054819767932086,18,Thursday,False,False
vmqu473744216,27,4.1,21.17106,72.78929,21.26106,72.879295,2022-04-02,20:55:00,21:10:00,Cloudy,Heavy,van,Metropolitan,195,Kitchen,2022-04-02 20:55:00,2022-04-02 21:10:00,15.0,15.0,14.12831685538859,4.347174417042643,20,Saturday,False,False
qwut543233705,35,4.0,17.429585,78.392624,17.509584,78.47262,2022-03-14,17:20:00,17:30:00,Windy,Moderate,motorcycle,Metropolitan,31,Grocery,2022-03-14 17:20:00,2022-03-14 17:30:00,10.0,10.0,12.55775534863801,24.30533293284776,17,Monday,False,False
puqz300117493,22,4.1,22.74806,75.8934,22.80806,75.9534,2022-04-03,00:00:00,00:15:00,Windy,Light,motorcycle,Metropolitan,145,Snacks,2022-04-03 00:00:00,2022-04-03 00:15:00,15.0,15.0,9.418428785849375,3.89728087690319,0,Sunday,False,False
pacj171062802,31,4.5,17.430449,78.41821,17.520449,78.50821,2022-03-02,21:40:00,21:45:00,Stormy,Heavy,motorcycle,Metropolitan,220,Shoes,2022-03-02 21:40:00,2022-03-02 21:45:00,5.0,5.0,14.12771803296508,3.8530140089904767,21,Wednesday,False,False
blpn691122119,37,4.7,12.933284,77.615425,13.013284,77.69543,2022-03-25,22:20:00,22:25:00,Sunny,Light,motorcycle,Metropolitan,120,Clothing,2022-03-25 22:20:00,2022-03-25 22:25:00,5.0,5.0,12.558354163922829,6.279177081961413,22,Friday,False,False
cxun791549184,31,5.0,17.450851,78.37935,17.58085,78.509346,2022-03-12,23:45:00,00:00:00,Stormy,Light,motorcycle,Metropolitan,80,Apparel,2022-03-12 23:45:00,2022-03-12 00:00:00,15.0,15.0,20.406820259053777,15.30511519429033,23,Saturday,False,False
nibt897212417,39,4.7,19.874733,75.35394,19.944733,75.42394,2022-02-12,23:15:00,23:20:00,Stormy,Light,scooter,Metropolitan,145,Snacks,2022-02-12 23:15:00,2022-02-12 23:20:00,5.0,5.0,10.988391473845056,4.546920609866921,23,Saturday,False,False
yzyv510183612,21,4.5,26.911926,75.79728,26.921926,75.80728,2022-03-24,11:10:00,11:20:00,Sunny,Heavy,motorcycle,Other,60,Skincare,2022-03-24 11:10:00,2022-03-24 11:20:00,10.0,10.0,1.5699626963231403,1.5699626963231403,11,Thursday,False,False
kyzc905142538,36,4.9,12.297954,76.66517,12.407954,76.77517,2022-03-02,21:10:00,21:15:00,Sandstorms,Heavy,scooter,Metropolitan,125,Apparel,2022-03-02 21:10:00,2022-03-02 21:15:00,5.0,5.0,17.267643408163273,8.288468835918371,21,Wednesday,False,False
ugtj420665555,30,5.0,17.42282,78.44958,17.50282,78.52958,2022-03-06,22:55:00,23:10:00,Sunny,Light,scooter,Urban,120,Jewelry,2022-03-06 22:55:00,2022-03-06 23:10:00,15.0,15.0,12.558354163922829,6.279177081961413,22,Sunday,False,False
grul848508139,26,4.6,22.651848,75.88199,22.721848,75.95199,2022-03-06,21:20:00,21:25:00,Fog,Heavy,motorcycle,Metropolitan,190,Outdoors,2022-03-06 21:20:00,2022-03-06 21:25:00,5.0,5.0,10.988391473845056,3.470018360161597,21,Sunday,False,False
eera022264653,36,3.7,26.766537,75.83733,26.876535,75.947334,2022-04-04,23:20:00,23:25:00,Fog,Light,scooter,Metropolitan,165,Apparel,2022-04-04 23:20:00,2022-04-04 23:25:00,5.0,5.0,17.26749370320632,6.279088619347752,23,Monday,False,False
sbph973486747,38,4.8,12.3085,76.66581,12.4385,76.79581,2022-03-20,21:40:00,21:55:00,Cloudy,Heavy,motorcycle,Metropolitan,40,Grocery,2022-03-20 21:40:00,2022-03-20 21:55:00,15.0,15.0,20.406895112543133,30.6103426688147,21,Sunday,False,False
uknr264746965,23,4.6,11.022298,76.99835,11.062298,77.038345,2022-03-21,15:20:00,15:25:00,Fog,Moderate,motorcycle,Metropolitan,140,Jewelry,2022-03-21 15:20:00,2022-03-21 15:25:00,5.0,5.0,6.27857828095518,2.6908192632665053,15,Monday,False,False
buyf082943258,22,4.9,17.43381,78.38674,17.45381,78.406746,2022-03-21,08:10:00,08:20:00,Windy,Light,motorcycle,Metropolitan,95,Skincare,2022-03-21 08:10:00,2022-03-21 08:20:00,10.0,10.0,3.1399253926462807,1.9831107743029144,8,Monday,False,False
wkgh317967233,22,4.9,23.359194,85.32545,23.449194,85.41544,2022-03-20,22:10:00,22:20:00,Cloudy,Light,motorcycle,Urban,110,Outdoors,2022-03-20 22:10:00,2022-03-20 22:20:00,10.0,10.0,14.12771803296508,7.7060280179809535,22,Sunday,False,False
gslk012966826,31,4.8,30.342508,78.06119,30.432508,78.151184,2022-02-12,22:20:00,22:35:00,Stormy,Light,motorcycle,Metropolitan,130,Books,2022-02-12 22:20:00,2022-02-12 22:35:00,15.0,15.0,14.12771803296508,6.520485245983884,22,Saturday,False,False
vmpp400771054,23,4.6,13.081878,80.24852,13.101878,80.26852,2022-03-03,09:10:00,09:15:00,Cloudy,Light,scooter,Metropolitan,85,Pet Supplies,2022-03-03 09:10:00,2022-03-03 09:15:00,5.0,5.0,3.1393265702253608,2.215995226041431,9,Thursday,False,False
eiqo080580656,20,4.8,21.160522,72.77148,21.200521,72.81148,2022-03-21,12:40:00,12:50:00,Windy,Heavy,motorcycle,Metropolitan,115,Shoes,2022-03-21 12:40:00,2022-03-21 12:50:00,10.0,10.0,6.279102230496937,3.2760533376505756,12,Monday,False,False
rvye638706646,36,4.6,12.970221,77.64539,12.980221,77.655396,2022-03-19,11:15:00,11:25:00,Sandstorms,Heavy,motorcycle,Metropolitan,150,Clothing,2022-03-19 11:15:00,2022-03-19 11:25:00,10.0,10.0,1.5699626963231403,0.6279850785292561,11,Saturday,False,False
tvoo824289539,29,4.7,13.027018,80.25479,13.047018,80.27479,2022-04-05,11:40:00,11:50:00,Fog,Heavy,motorcycle,Urban,145,Apparel,2022-04-05 11:40:00,2022-04-05 11:50:00,10.0,10.0,3.1393265702253608,1.2990316842311838,11,Tuesday,False,False
egid215275405,35,4.9,26.892311,75.80689,26.952312,75.8669,2022-03-07,22:10:00,22:25:00,Sandstorms,Light,motorcycle,Metropolitan,26,Grocery,2022-03-07 22:10:00,2022-03-07 22:25:00,15.0,15.0,9.4191773174479,21.73656304026438,22,Monday,False,False
epsm336958909,27,5.0,18.53408,73.89852,18.64408,74.00852,2022-03-10,17:20:00,17:25:00,Stormy,Moderate,scooter,Metropolitan,125,Sports,2022-03-10 17:20:00,2022-03-10 17:25:00,5.0,5.0,17.26749370320632,8.288396977539033,17,Thursday,False,False
pupa164939391,22,4.2,17.483215,78.55211,17.553217,78.62211,2022-03-10,21:25:00,21:30:00,Stormy,Heavy,motorcycle,Metropolitan,165,Outdoors,2022-03-10 21:25:00,2022-03-10 21:30:00,5.0,5.0,10.988541180470747,3.9958331565348177,21,Thursday,False,False
wkgq411052173,34,4.9,12.310972,76.65926,12.400972,76.74927,2022-03-23,19:15:00,19:25:00,Stormy,Heavy,motorcycle,Metropolitan,140,Outdoors,2022-03-23 19:15:00,2022-03-23 19:25:00,10.0,10.0,14.12831685538859,6.054992938023681,19,Wednesday,False,False
tknw914369280,21,4.6,19.1813,72.83619,19.2213,72.87619,2022-04-03,16:10:00,16:15:00,Stormy,Moderate,motorcycle,Metropolitan,135,Cosmetics,2022-04-03 16:10:00,2022-04-03 16:15:00,5.0,5.0,6.279251934318216,2.7907786374747627,16,Sunday,False,False
okuo618354310,21,4.9,22.728163,75.88421,22.738163,75.89421,2022-03-09,08:35:00,08:50:00,Fog,Light,scooter,Urban,70,Shoes,2022-03-09 08:35:00,2022-03-09 08:50:00,15.0,15.0,1.5699626963231403,1.3456823111341203,8,Wednesday,False,False
dano574793988,36,4.8,26.913483,75.80314,26.953484,75.84314,2022-03-09,14:10:00,14:15:00,Windy,Heavy,scooter,Metropolitan,165,Clothing,2022-03-09 14:10:00,2022-03-09 14:15:00,5.0,5.0,6.279251934318216,2.283364339752078,14,Wednesday,False,False
dtgd072370110,37,4.6,18.563934,73.91537,18.593933,73.945366,2022-03-26,21:00:00,21:05:00,Sunny,Heavy,scooter,Metropolitan,80,Skincare,2022-03-26 21:00:00,2022-03-26 21:05:00,5.0,5.0,4.709139539526841,3.531854654645131,21,Saturday,False,False
pqka543784915,24,4.9,13.091809,80.2191,13.111809,80.239105,2022-03-01,10:55:00,11:00:00,Windy,Light,scooter,Urban,50,Electronics,2022-03-01 10:55:00,2022-03-01 11:00:00,5.0,5.0,3.139850547873742,3.7678206574484903,10,Tuesday,False,False
yzpz553952946,30,4.9,13.044694,80.26147,13.094694,80.31147,2022-03-24,23:50:00,00:00:00,Sunny,Light,motorcycle,Urban,60,Jewelry,2022-03-24 23:50:00,2022-03-24 00:00:00,10.0,10.0,7.849139773912955,7.849139773912955,23,Thursday,False,False
edga220112902,22,4.9,13.054347,80.25722,13.184347,80.38722,2022-03-12,18:55:00,19:00:00,Windy,Moderate,scooter,Metropolitan,105,Books,2022-03-12 18:55:00,2022-03-12 19:00:00,5.0,5.0,20.40749393716316,11.661425106950375,18,Saturday,False,False
qhng798718227,39,4.8,22.75004,75.90285,22.80004,75.95285,2022-03-24,20:45:00,20:50:00,Fog,Heavy,motorcycle,Other,145,Sports,2022-03-24 20:45:00,2022-03-24 20:50:00,5.0,5.0,7.849064923608455,3.247888933906947,20,Thursday,False,False
wexp291717053,32,4.8,15.506205,73.76667,15.566205,73.82667,2022-02-13,20:00:00,20:05:00,Sunny,Heavy,motorcycle,Metropolitan,100,Books,2022-02-13 20:00:00,2022-02-13 20:05:00,5.0,5.0,9.418503640139535,5.651102184083722,20,Sunday,False,False
jjcg714694317,23,4.9,23.374989,85.33549,23.43499,85.395485,2022-03-24,23:45:00,23:55:00,Cloudy,Light,scooter,Metropolitan,70,Electronics,2022-03-24 23:45:00,2022-03-24 23:55:00,10.0,10.0,9.418578495024558,8.073067281449621,23,Thursday,False,False
gwom308973659,39,4.1,12.310972,76.65926,12.340972,76.68926,2022-03-09,19:55:00,20:10:00,Sandstorms,Heavy,motorcycle,Metropolitan,170,Snacks,2022-03-09 19:55:00,2022-03-09 20:10:00,15.0,15.0,4.709214392924688,1.6620756680910662,19,Wednesday,False,False
zjov356432804,21,4.9,12.299524,76.64262,12.409524,76.75262,2022-03-10,23:35:00,23:50:00,Fog,Light,motorcycle,Metropolitan,105,Skincare,2022-03-10 23:35:00,2022-03-10 23:50:00,15.0,15.0,17.26756855552256,9.867182031727175,23,Thursday,False,False
bdbj194998926,25,4.5,18.543627,73.9051,18.573626,73.935104,2022-03-15,23:25:00,23:40:00,Stormy,Light,motorcycle,Metropolitan,75,Cosmetics,2022-03-15 23:25:00,2022-03-15 23:40:00,15.0,15.0,4.709738400019296,3.767790720015437,23,Tuesday,False,False
mhvd999095748,28,4.7,22.74806,75.8934,22.82806,75.9734,2022-03-23,23:20:00,23:30:00,Cloudy,Light,motorcycle,Metropolitan,120,Sports,2022-03-23 23:20:00,2022-03-23 23:30:00,10.0,10.0,12.55775534863801,6.278877674319005,23,Wednesday,False,False
ieki386336917,35,4.2,22.751858,75.8667,22.861856,75.9767,2022-03-31,23:30:00,23:35:00,Fog,Light,motorcycle,Urban,215,Outdoors,2022-03-31 23:30:00,2022-03-31 23:35:00,5.0,5.0,17.26749370320632,4.818835452057577,23,Thursday,False,False
skbw796636169,30,4.1,22.745537,75.893105,22.815536,75.963104,2022-03-16,22:10:00,22:15:00,Cloudy,Light,scooter,Urban,185,Electronics,2022-03-16 22:10:00,2022-03-16 22:15:00,5.0,5.0,10.988391473845056,3.5638026401659646,22,Wednesday,False,False
wdqt651815245,28,4.9,19.888716,75.321465,19.948715,75.38146,2022-02-15,21:35:00,21:45:00,Stormy,Heavy,motorcycle,Metropolitan,80,Shoes,2022-02-15 21:35:00,2022-02-15 21:45:00,10.0,10.0,9.418428785849375,7.0638215893870315,21,Tuesday,False,False
hyxe320144298,21,4.0,22.310526,73.17094,22.340527,73.200935,2022-03-28,20:15:00,20:25:00,Fog,Heavy,motorcycle,Metropolitan,165,Outdoors,2022-03-28 20:15:00,2022-03-28 20:25:00,10.0,10.0,4.709289247512279,1.7124688172771925,20,Monday,False,False
icwn581273074,36,4.8,23.416792,85.31684,23.436792,85.336845,2022-03-13,09:15:00,09:25:00,Sunny,Light,motorcycle,Metropolitan,135,Electronics,2022-03-13 09:15:00,2022-03-13 09:25:00,10.0,10.0,3.1399253926462807,1.3955223967316803,9,Sunday,False,False
nesj140224546,20,4.5,23.214458,77.434975,23.24446,77.46497,2022-02-13,18:40:00,18:45:00,Sunny,Moderate,motorcycle,Other,100,Snacks,2022-02-13 18:40:00,2022-02-13 18:45:00,5.0,5.0,4.709289247512279,2.8255735485073674,18,Sunday,False,False
dhzc378823339,35,4.7,26.471617,80.31356,26.511618,80.35356,2022-02-15,16:25:00,16:30:00,Windy,Moderate,motorcycle,Urban,160,Jewelry,2022-02-15 16:25:00,2022-02-15 16:30:00,5.0,5.0,6.279251934318216,2.3547194753693312,16,Tuesday,False,False
fkxn988881410,33,4.2,17.451977,78.38588,17.581976,78.515884,2022-03-27,19:20:00,19:25:00,Windy,Heavy,motorcycle,Metropolitan,240,Clothing,2022-03-27 19:20:00,2022-03-27 19:25:00,5.0,5.0,20.40741908587027,5.1018547714675675,19,Sunday,False,False
kqoy700632236,34,4.7,30.332735,78.05422,30.412735,78.134224,2022-02-16,21:35:00,21:45:00,Cloudy,Heavy,scooter,Metropolitan,240,Home,2022-02-16 21:35:00,2022-02-16 21:45:00,10.0,10.0,12.558354163922829,3.1395885409807067,21,Wednesday,False,False
pvou009006258,23,4.2,15.56155,73.74909,15.69155,73.87909,2022-02-18,17:10:00,17:15:00,Sandstorms,Moderate,motorcycle,Metropolitan,175,Toys,2022-02-18 17:10:00,2022-02-18 17:15:00,5.0,5.0,20.406895112543133,6.996649752871932,17,Friday,False,False
xehs949919113,20,4.6,23.354422,85.3329,23.404423,85.3829,2022-03-03,19:30:00,19:45:00,Stormy,Heavy,motorcycle,Metropolitan,145,Kitchen,2022-03-03 19:30:00,2022-03-03 19:45:00,15.0,15.0,7.848615813929815,3.247703095419234,19,Thursday,False,False
mavx235537202,26,4.7,19.12663,72.82998,19.18663,72.88998,2022-03-09,20:10:00,20:20:00,Windy,Heavy,van,Metropolitan,95,Toys,2022-03-09 20:10:00,2022-03-09 20:20:00,10.0,10.0,9.418428785849375,5.9484813384311845,20,Wednesday,False,False
aynd703499644,30,4.3,22.732225,75.87476,22.762224,75.90476,2022-03-13,21:40:00,21:45:00,Sandstorms,Heavy,motorcycle,Other,47,Grocery,2022-03-13 21:40:00,2022-03-13 21:45:00,5.0,5.0,4.709139539526841,6.011667497268308,21,Sunday,False,False
tjgx733681715,36,4.5,11.001753,76.986244,11.061753,77.04624,2022-03-30,18:40:00,18:50:00,Windy,Moderate,motorcycle,Urban,125,Kitchen,2022-03-30 18:40:00,2022-03-30 18:50:00,10.0,10.0,9.418503640139535,4.520881747266977,18,Wednesday,False,False
tdcb272474294,33,4.8,19.122,72.90849,19.192,72.97849,2022-03-14,20:45:00,21:00:00,Fog,Heavy,van,Urban,195,Shoes,2022-03-14 20:45:00,2022-03-14 21:00:00,15.0,15.0,10.988391473845056,3.381043530413864,20,Monday,False,False
yqdz237510812,27,4.6,9.985697,76.28113,10.025697,76.32113,2022-02-17,17:00:00,17:05:00,Cloudy,Moderate,scooter,Urban,95,Cosmetics,2022-02-17 17:00:00,2022-02-17 17:05:00,5.0,5.0,6.279177081961413,3.9657960517651034,17,Thursday,False,False
kzis622349053,24,4.9,22.72702,75.88417,22.81702,75.97417,2022-03-20,19:00:00,19:10:00,Fog,Moderate,motorcycle,Metropolitan,175,Pet Supplies,2022-03-20 19:00:00,2022-03-20 19:10:00,10.0,10.0,14.12771803296508,4.843789039873743,19,Sunday,False,False
jfzb132207383,35,5.0,19.103249,72.84675,19.163248,72.906746,2022-04-03,17:20:00,17:30:00,Windy,Moderate,motorcycle,Metropolitan,170,Pet Supplies,2022-04-03 17:20:00,2022-04-03 17:30:00,10.0,10.0,9.418428785849375,3.3241513361821324,17,Sunday,False,False
ygaj653039826,25,4.7,12.979166,77.64071,13.089166,77.75071,2022-03-14,19:25:00,19:30:00,Sandstorms,Heavy,van,Urban,75,Snacks,2022-03-14 19:25:00,2022-03-14 19:30:00,5.0,5.0,17.26756855552256,13.814054844418049,19,Monday,False,False
hfhz715235372,30,3.5,22.311604,73.16501,22.441603,73.29501,2022-03-23,20:50:00,20:55:00,Windy,Heavy,scooter,Metropolitan,165,Cosmetics,2022-03-23 20:50:00,2022-03-23 20:55:00,5.0,5.0,20.40741908587027,7.420879667589189,20,Wednesday,False,False
pcod925361708,27,4.6,18.530964,73.82897,18.540962,73.838974,2022-03-28,08:35:00,08:50:00,Stormy,Light,van,Metropolitan,85,Kitchen,2022-03-28 08:35:00,2022-03-28 08:50:00,15.0,15.0,1.5698130121329783,1.1081033026821023,8,Monday,False,False
zhdr491823064,23,4.9,13.005801,80.25075,13.035801,80.28075,2022-03-09,21:45:00,21:50:00,Cloudy,Heavy,motorcycle,Metropolitan,125,Snacks,2022-03-09 21:45:00,2022-03-09 21:50:00,5.0,5.0,4.709214392924688,2.26042290860385,21,Wednesday,False,False
ayjv211798889,28,4.9,11.006686,76.95174,11.036686,76.981735,2022-03-17,21:35:00,21:40:00,Stormy,Heavy,scooter,Metropolitan,115,Toys,2022-03-17 21:35:00,2022-03-17 21:40:00,5.0,5.0,4.709214392924688,2.456981422395489,21,Thursday,False,False
dwwg023844650,35,4.8,23.353783,85.326965,23.483784,85.45697,2022-03-25,21:50:00,22:00:00,Sandstorms,Heavy,motorcycle,Metropolitan,125,Toys,2022-03-25 21:50:00,2022-03-25 22:00:00,10.0,10.0,20.40756878873062,9.795633018590696,21,Friday,False,False
wdad140017146,27,4.6,21.175104,72.804344,21.205105,72.83434,2022-03-24,20:50:00,20:55:00,Stormy,Heavy,van,Metropolitan,75,Home,2022-03-24 20:50:00,2022-03-24 20:55:00,5.0,5.0,4.709289247512279,3.767431398009823,20,Thursday,False,False
hdiv068114477,24,4.9,22.753658,75.903366,22.863659,76.01337,2022-03-25,22:25:00,22:30:00,Sunny,Light,motorcycle,Metropolitan,125,Books,2022-03-25 22:25:00,2022-03-25 22:30:00,5.0,5.0,17.267643408163273,8.288468835918371,22,Friday,False,False
ktzt053940208,38,4.9,17.43381,78.38674,17.473808,78.42674,2022-03-28,13:35:00,13:40:00,Sandstorms,Heavy,scooter,Metropolitan,140,Electronics,2022-03-28 13:35:00,2022-03-28 13:40:00,5.0,5.0,6.279102230496937,2.691043813070116,13,Monday,False,False
hsle612205967,35,4.3,22.311604,73.16501,22.351603,73.20501,2022-03-09,13:00:00,13:10:00,Fog,Heavy,motorcycle,Metropolitan,165,Kitchen,2022-03-09 13:00:00,2022-03-09 13:10:00,10.0,10.0,6.279102230496937,2.2833099019988863,13,Wednesday,False,False
cvcn598897007,39,4.5,18.636215,73.75108,18.686214,73.80108,2022-03-03,19:00:00,19:10:00,Fog,Moderate,motorcycle,Metropolitan,80,Skincare,2022-03-03 19:00:00,2022-03-03 19:10:00,10.0,10.0,7.848466101185248,5.886349575888937,19,Thursday,False,False
mpls696156306,36,4.7,10.994136,76.9633,11.044136,77.013306,2022-03-19,22:50:00,22:55:00,Fog,Light,motorcycle,Metropolitan,125,Shoes,2022-03-19 22:50:00,2022-03-19 22:55:00,5.0,5.0,7.849139773912955,3.767587091478218,22,Saturday,False,False
lpsy820965857,25,4.5,22.308096,73.167755,22.438095,73.29775,2022-03-10,17:55:00,18:10:00,Cloudy,Moderate,motorcycle,Metropolitan,145,Books,2022-03-10 17:55:00,2022-03-10 18:10:00,15.0,15.0,20.406820259053777,8.44420148650501,17,Thursday,False,False
zjfg260551735,25,4.8,26.910261,75.78301,26.970263,75.84301,2022-03-26,21:15:00,21:30:00,Sandstorms,Heavy,van,Urban,70,Sports,2022-03-26 21:15:00,2022-03-26 21:30:00,15.0,15.0,9.418578495024558,8.073067281449621,21,Saturday,False,False
gifu432621953,38,4.6,12.986047,80.21812,13.026047,80.25812,2022-03-28,15:40:00,15:55:00,Cloudy,Moderate,motorcycle,Metropolitan,125,Outdoors,2022-03-28 15:40:00,2022-03-28 15:55:00,15.0,15.0,6.279177081961413,3.0140049993414784,15,Monday,False,False
csdk510311466,38,4.7,17.41233,78.44965,17.42233,78.459656,2022-04-03,11:35:00,11:45:00,Windy,Heavy,motorcycle,Metropolitan,130,Pet Supplies,2022-04-03 11:35:00,2022-04-03 11:45:00,10.0,10.0,1.5699626963231403,0.7245981675337572,11,Sunday,False,False
puxu022119317,22,5.0,12.934365,77.61616,12.974365,77.65616,2022-03-15,14:20:00,14:25:00,Windy,Heavy,van,Urban,50,Books,2022-03-15 14:20:00,2022-03-15 14:25:00,5.0,5.0,6.279177081961413,7.535012498353696,14,Tuesday,False,False
jtzu657411570,20,5.0,21.149834,72.77866,21.259834,72.888664,2022-03-14,17:30:00,17:40:00,Stormy,Moderate,van,Urban,115,Electronics,2022-03-14 17:30:00,2022-03-14 17:40:00,10.0,10.0,17.267643408163273,9.009205256433011,17,Monday,False,False
btfm969068738,24,4.6,27.160934,78.0441,27.290934,78.174095,2022-02-12,21:55:00,22:00:00,Cloudy,Heavy,motorcycle,Metropolitan,210,Cosmetics,2022-02-12 21:55:00,2022-02-12 22:00:00,5.0,5.0,20.406820259053777,5.8305200740153635,21,Saturday,False,False
zvvu899448117,24,4.7,26.492105,80.3278,26.552107,80.387794,2022-02-15,22:40:00,22:55:00,Sandstorms,Light,motorcycle,Metropolitan,85,Apparel,2022-02-15 22:40:00,2022-02-15 22:55:00,15.0,15.0,9.418578495024558,6.6484083494291,22,Tuesday,False,False
zwel325207305,29,4.9,12.334022,76.6182,12.344022,76.628204,2022-03-09,11:50:00,12:05:00,Windy,Heavy,scooter,Metropolitan,90,Pet Supplies,2022-03-09 11:50:00,2022-03-09 12:05:00,15.0,15.0,1.5699626963231403,1.0466417975487603,11,Wednesday,False,False
dipy424560476,22,4.9,12.326356,76.6191,12.336356,76.629105,2022-03-26,10:30:00,10:40:00,Sandstorms,Light,scooter,Metropolitan,95,Clothing,2022-03-26 10:30:00,2022-03-26 10:40:00,10.0,10.0,1.5699626963231403,0.9915553871514572,10,Saturday,False,False
dzlv707541707,20,4.8,26.48258,80.31563,26.622581,80.45563,2022-02-14,19:10:00,19:15:00,Windy,Heavy,van,Metropolitan,105,Clothing,2022-02-14 19:10:00,2022-02-14 19:15:00,5.0,5.0,21.97693265380592,12.558247230746238,19,Monday,False,False
yxoa846354899,38,4.9,18.536562,73.896484,18.566563,73.92648,2022-03-03,21:55:00,22:05:00,Sandstorms,Heavy,motorcycle,Metropolitan,33,Grocery,2022-03-03 21:55:00,2022-03-03 22:05:00,10.0,10.0,4.709289247512279,8.562344086385961,21,Thursday,False,False
wkuk618496406,25,4.9,19.131142,72.81307,19.221142,72.903076,2022-03-08,17:55:00,18:10:00,Windy,Moderate,motorcycle,Urban,190,Outdoors,2022-03-08 17:55:00,2022-03-08 18:10:00,15.0,15.0,14.12831685538859,4.461573743806923,17,Tuesday,False,False
dbrl021417409,28,4.6,11.025083,77.015396,11.115083,77.10539,2022-03-27,18:30:00,18:45:00,Stormy,Moderate,scooter,Metropolitan,125,Skincare,2022-03-27 18:30:00,2022-03-27 18:45:00,15.0,15.0,14.12771803296508,6.781304655823239,18,Sunday,False,False
cdwx584680357,33,4.3,15.585658,73.74361,15.605658,73.7636,2022-02-11,08:40:00,08:55:00,Sandstorms,Light,motorcycle,Urban,110,Jewelry,2022-02-11 08:40:00,2022-02-11 08:55:00,15.0,15.0,3.1392517111759393,1.712319115186876,8,Friday,False,False
hycq476481074,33,4.6,12.978453,77.643684,12.988453,77.65369,2022-03-11,08:55:00,09:05:00,Cloudy,Light,motorcycle,Urban,75,Clothing,2022-03-11 08:55:00,2022-03-11 09:05:00,10.0,10.0,1.5699626963231403,1.2559701570585122,8,Friday,False,False
bcmr189231336,33,4.9,17.431667,78.40832,17.511667,78.48832,2022-03-25,23:00:00,23:15:00,Sandstorms,Light,motorcycle,Metropolitan,135,Books,2022-03-25 23:00:00,2022-03-25 23:15:00,15.0,15.0,12.558354163922829,5.581490739521256,23,Friday,False,False
rcdp572752821,26,5.0,12.98041,77.64049,13.01041,77.67049,2022-03-21,19:00:00,19:10:00,Fog,Moderate,motorcycle,Urban,105,Outdoors,2022-03-21 19:00:00,2022-03-21 19:10:00,10.0,10.0,4.709289247512279,2.691022427149874,19,Monday,False,False
luls182632868,31,5.0,17.440826,78.393394,17.510826,78.463394,2022-03-14,18:55:00,19:10:00,Windy,Moderate,scooter,Urban,130,Sports,2022-03-14 18:55:00,2022-03-14 19:10:00,15.0,15.0,10.988391473845056,5.071565295620796,18,Monday,False,False
uxgu092189665,23,4.9,12.311072,76.65488,12.351072,76.69488,2022-03-11,14:20:00,14:25:00,Sandstorms,Heavy,van,Metropolitan,60,Home,2022-03-11 14:20:00,2022-03-11 14:25:00,5.0,5.0,6.279177081961413,6.279177081961413,14,Friday,False,False
erhq069539794,30,4.1,12.310972,76.65926,12.330972,76.67926,2022-03-26,08:40:00,08:50:00,Sandstorms,Light,motorcycle,Metropolitan,150,Toys,2022-03-26 08:40:00,2022-03-26 08:50:00,10.0,10.0,3.1392517111759393,1.2557006844703755,8,Saturday,False,False
eklr112179474,22,4.9,21.185047,72.80859,21.275047,72.89859,2022-03-20,20:15:00,20:20:00,Sandstorms,Heavy,scooter,Metropolitan,95,Books,2022-03-20 20:15:00,2022-03-20 20:20:00,5.0,5.0,14.12771803296508,8.922769283977946,20,Sunday,False,False
nhok690079470,30,4.6,13.044694,80.26147,13.074694,80.29147,2022-03-09,21:20:00,21:35:00,Sandstorms,Heavy,scooter,Metropolitan,125,Apparel,2022-03-09 21:20:00,2022-03-09 21:35:00,15.0,15.0,4.7098132438994105,2.260710357071717,21,Wednesday,False,False
jdxh984081643,26,5.0,17.428293,78.40443,17.558294,78.534424,2022-03-10,22:10:00,22:25:00,Sandstorms,Light,scooter,Metropolitan,95,Cosmetics,2022-03-10 22:10:00,2022-03-10 22:25:00,15.0,15.0,20.40696996630704,12.888612610299186,22,Thursday,False,False
qyxa003006723,26,4.9,12.316967,76.603065,12.386967,76.673065,2022-04-02,20:25:00,20:40:00,Cloudy,Heavy,motorcycle,Metropolitan,185,Sports,2022-04-02 20:25:00,2022-04-02 20:40:00,15.0,15.0,10.988391473845056,3.5638026401659646,20,Saturday,False,False
